Name,Position,Duration,1. Baserunning Situation,1. Date,1. Pitchers Name,1. Pitchers Side,2. Hitters Name,2. Hitters Side,3. Pitch Type,4. Pitch Location,5. Game Pitch Result,6. Pitch Count,6. Previous Pitch Count,8. Hit Location,8. Hit Results,8. RBI,9. Outs,Hitting Position,Period,Team 1. Pitchers Name,Team 2. Hitters Name,XY Hit Location,XY Pitch Location,Z-Game Details
UVA vs Virginia Tech,0,13413,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,2 Caroline Schoenewald,R-Hand,,MR4,Strike Called,0--1,0--0,,,,0 Out,,1. Inning,UVA,Virginia Tech,,374;308,UVA vs Virginia Tech
UVA vs Virginia Tech (1),13413,18385,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,2 Caroline Schoenewald,R-Hand,,DOWNM4,Ball,1--1,0--1,,,,0 Out,,1. Inning,UVA,Virginia Tech,,306;470,UVA vs Virginia Tech
UVA vs Virginia Tech (2),31798,22890,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,2 Caroline Schoenewald,R-Hand,,DOWNM2,Ball in Play,,1--1,3B3,Ground Out,,0 Out,,1. Inning,UVA,Virginia Tech,194;257,186;436,UVA vs Virginia Tech
UVA vs Virginia Tech (3),54688,9743,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,10 Olivia Lattin,R-Hand,,LEFTM3,Ball,1--0,0--0,,,,1 Out,,1. Inning,UVA,Virginia Tech,,72;315,UVA vs Virginia Tech
UVA vs Virginia Tech (4),64431,17751,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,10 Olivia Lattin,R-Hand,,DOWNM2,Ball,2--0,1--0,,,,1 Out,,1. Inning,UVA,Virginia Tech,,160;455,UVA vs Virginia Tech
UVA vs Virginia Tech (5),82182,13881,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,10 Olivia Lattin,R-Hand,,DOWNM4,Ball,3--0,2--0,,,,1 Out,,1. Inning,UVA,Virginia Tech,,333;458,UVA vs Virginia Tech
UVA vs Virginia Tech (6),96063,15516,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,10 Olivia Lattin,R-Hand,,DOWNM5,Ball,Walk,3--0,,,,1 Out,,1. Inning,UVA,Virginia Tech,,461;447,UVA vs Virginia Tech
UVA vs Virginia Tech (7),111578,10477,R1,04-14-2018,8 Tabby Dabney,R-Hand,13 Caitlyn Nolan,R-Hand,,UL3,Strike Called,0--1,0--0,,,,1 Out,,1. Inning,UVA,Virginia Tech,,130;179,UVA vs Virginia Tech
UVA vs Virginia Tech (8),122055,12346,R1,04-14-2018,8 Tabby Dabney,R-Hand,13 Caitlyn Nolan,R-Hand,,LL2,Foul,0--2,0--1,,,,1 Out,,1. Inning,UVA,Virginia Tech,,197;321,UVA vs Virginia Tech
UVA vs Virginia Tech (9),134401,17618,R1,04-14-2018,8 Tabby Dabney,R-Hand,13 Caitlyn Nolan,R-Hand,,MM4,Foul,0--2,0--2,,,,1 Out,,1. Inning,UVA,Virginia Tech,,286;282,UVA vs Virginia Tech
UVA vs Virginia Tech (10),152019,19853,R1,04-14-2018,8 Tabby Dabney,R-Hand,13 Caitlyn Nolan,R-Hand,,MM2,Ball in Play,,0--2,2B3,Ground Out,,1 Out,,1. Inning,UVA,Virginia Tech,283;211,274;239,UVA vs Virginia Tech
UVA vs Virginia Tech (11),171872,19753,R1,04-14-2018,8 Tabby Dabney,R-Hand,25 Carrie Eberle,R-Hand,,LEFTM2,Ball,1--0,0--0,,,,2 Out,,1. Inning,UVA,Virginia Tech,,61;207,UVA vs Virginia Tech
UVA vs Virginia Tech (12),191625,18185,R1,04-14-2018,8 Tabby Dabney,R-Hand,25 Carrie Eberle,R-Hand,,UPM2,Ball,2--0,1--0,,,,2 Out,,1. Inning,UVA,Virginia Tech,,151;13,UVA vs Virginia Tech
UVA vs Virginia Tech (13),209810,26460,R3,04-14-2018,8 Tabby Dabney,R-Hand,25 Carrie Eberle,R-Hand,,RIGHTM1,Ball,3--0,2--0,,,,2 Out,,1. Inning,UVA,Virginia Tech,,442;101,UVA vs Virginia Tech
UVA vs Virginia Tech (14),236270,14414,R3,04-14-2018,8 Tabby Dabney,R-Hand,25 Carrie Eberle,R-Hand,,LL3,Strike Called,3--1,3--0,,,,2 Out,,1. Inning,UVA,Virginia Tech,,118;374,UVA vs Virginia Tech
UVA vs Virginia Tech (15),250684,12846,R3,04-14-2018,8 Tabby Dabney,R-Hand,25 Carrie Eberle,R-Hand,,UPM4,Ball,Walk,3--1,,,,2 Out,,1. Inning,UVA,Virginia Tech,,379;50,UVA vs Virginia Tech
UVA vs Virginia Tech (16),263530,16550,R13,04-14-2018,8 Tabby Dabney,R-Hand,20 Sierra Walton,R-Hand,,UM3,Strike Called,0--1,0--0,,,,2 Out,,1. Inning,UVA,Virginia Tech,,239;193,UVA vs Virginia Tech
UVA vs Virginia Tech (17),280080,25626,R13,04-14-2018,8 Tabby Dabney,R-Hand,20 Sierra Walton,R-Hand,,ML4,Ball in Play,,0--1,PF,Ground Out,,2 Out,,1. Inning,UVA,Virginia Tech,246;262,174;293,UVA vs Virginia Tech
UVA vs Virginia Tech (18),305706,13213,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Fast Ball,UR4,Strike Swinging,0--1,0--0,,,,0 Out,,1. Inning,Virginia Tech,UVA,,403;196,UVA vs Virginia Tech
UVA vs Virginia Tech (19),318919,10377,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Drop Ball,DOWNM3,Ball,1--1,0--1,,,,0 Out,,1. Inning,Virginia Tech,UVA,,203;414,UVA vs Virginia Tech
UVA vs Virginia Tech (20),329296,11044,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Drop Ball,ML4,Foul,1--2,1--1,,,,0 Out,,1. Inning,Virginia Tech,UVA,,179;286,UVA vs Virginia Tech
UVA vs Virginia Tech (21),340340,18252,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Drop Ball,LL2,Ball in Play,,1--2,SS3,Ground Out,,0 Out,,1. Inning,Virginia Tech,UVA,208;222,195;316,UVA vs Virginia Tech
UVA vs Virginia Tech (22),358592,11278,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,17 Hayley Busby,R-Hand,Fast Ball,LM2,Ball in Play,,0--0,FBC,Fly Out,,1 Out,,1. Inning,Virginia Tech,UVA,242;364,269;316,UVA vs Virginia Tech
UVA vs Virginia Tech (23),369870,13814,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Fast Ball,RIGHTM2,Ball,1--0,0--0,,,,2 Out,,1. Inning,Virginia Tech,UVA,,418;288,UVA vs Virginia Tech
UVA vs Virginia Tech (24),383684,14648,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Drop Ball,DOWNM4,Ball,2--0,1--0,,,,2 Out,,1. Inning,Virginia Tech,UVA,,343;448,UVA vs Virginia Tech
UVA vs Virginia Tech (25),398332,13146,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Drop Ball,MM3,Ball in Play,,2--0,SS3,Ground Out,,2 Out,,1. Inning,Virginia Tech,UVA,204;224,206;298,UVA vs Virginia Tech
UVA vs Virginia Tech (26),411478,15482,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,15 Sammi Miller,R-Hand,,DOWNM5,Ball,1--0,0--0,,,,0 Out,,2. Inning,UVA,Virginia Tech,,420;431,UVA vs Virginia Tech
UVA vs Virginia Tech (27),426960,16183,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,15 Sammi Miller,R-Hand,,RIGHTM3,Ball,2--0,1--0,,,,0 Out,,2. Inning,UVA,Virginia Tech,,443;324,UVA vs Virginia Tech
UVA vs Virginia Tech (28),443143,23390,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,15 Sammi Miller,R-Hand,,DOWNM3,Ball,3--0,2--0,,,,0 Out,,2. Inning,UVA,Virginia Tech,,219;433,UVA vs Virginia Tech
UVA vs Virginia Tech (29),466533,16717,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,15 Sammi Miller,R-Hand,,DOWNM4,Ball,Walk,3--0,,,,0 Out,,2. Inning,UVA,Virginia Tech,,338;448,UVA vs Virginia Tech
UVA vs Virginia Tech (30),483250,19753,R1,04-14-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,LL3,Strike Called,0--1,0--0,,,,0 Out,,2. Inning,UVA,Virginia Tech,,153;367,UVA vs Virginia Tech
UVA vs Virginia Tech (31),503003,21622,R1,04-14-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,LM4,Ball in Play,,0--1,PF,Ground Out,,0 Out,,2. Inning,UVA,Virginia Tech,256;266,278;363,UVA vs Virginia Tech
UVA vs Virginia Tech (32),524625,17518,R2,04-14-2018,8 Tabby Dabney,R-Hand,6 Taylor Clark,R-Hand,,LR4,Strike Called,0--1,0--0,,,,1 Out,,2. Inning,UVA,Virginia Tech,,362;366,UVA vs Virginia Tech
UVA vs Virginia Tech (33),542142,27761,R2,04-14-2018,8 Tabby Dabney,R-Hand,6 Taylor Clark,R-Hand,,LM1,Ball in Play,,0--1,DLCF,Double,1 RBI,1 Out,,2. Inning,UVA,Virginia Tech,148;61,237;330,UVA vs Virginia Tech
UVA vs Virginia Tech (34),569903,23924,R2,04-14-2018,8 Tabby Dabney,R-Hand,27 Jessie Mehr,R-Hand,,LM2,Ball in Play,,0--0,3B2,Ground Out,,1 Out,,2. Inning,UVA,Virginia Tech,202;270,257;316,UVA vs Virginia Tech
UVA vs Virginia Tech (35),593827,29329,R3,04-14-2018,8 Tabby Dabney,R-Hand,2 Caroline Schoenewald,R-Hand,,MM3,Ball in Play,,0--0,DLCF,Double,1 RBI,2 Out,,2. Inning,UVA,Virginia Tech,173;53,235;271,UVA vs Virginia Tech
UVA vs Virginia Tech (36),623156,20087,R2,04-14-2018,8 Tabby Dabney,R-Hand,10 Olivia Lattin,R-Hand,,DOWNM1,Ball,1--0,0--0,,,,2 Out,,2. Inning,UVA,Virginia Tech,,70;463,UVA vs Virginia Tech
UVA vs Virginia Tech (37),643243,10444,R2,04-14-2018,8 Tabby Dabney,R-Hand,10 Olivia Lattin,R-Hand,,DOWNM3,Ball,2--0,1--0,,,,2 Out,,2. Inning,UVA,Virginia Tech,,209;481,UVA vs Virginia Tech
UVA vs Virginia Tech (38),653687,17117,R2,04-14-2018,8 Tabby Dabney,R-Hand,10 Olivia Lattin,R-Hand,,UPM1,Foul,2--1,2--0,,,,2 Out,,2. Inning,UVA,Virginia Tech,,80;3,UVA vs Virginia Tech
UVA vs Virginia Tech (39),670804,4738,R2,04-14-2018,8 Tabby Dabney,R-Hand,10 Olivia Lattin,R-Hand,,ML4,Foul,2--2,2--1,,,,2 Out,,2. Inning,UVA,Virginia Tech,,163;300,UVA vs Virginia Tech
UVA vs Virginia Tech (40),675542,20754,R2,04-14-2018,8 Tabby Dabney,R-Hand,10 Olivia Lattin,R-Hand,,MM3,Ball in Play,,2--2,SLCF,Fly Out,,2 Out,,2. Inning,UVA,Virginia Tech,143;141,213;287,UVA vs Virginia Tech
UVA vs Virginia Tech (41),696296,15749,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Fast Ball,DOWNM3,Ball,1--0,0--0,,,,0 Out,,2. Inning,Virginia Tech,UVA,,248;447,UVA vs Virginia Tech
UVA vs Virginia Tech (42),712045,5772,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Drop Ball,DOWNM3,Ball,2--0,1--0,,,,0 Out,,2. Inning,Virginia Tech,UVA,,199;442,UVA vs Virginia Tech
UVA vs Virginia Tech (43),717818,13514,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Fast Ball,MR3,Ball in Play,,2--0,3B2,Fly Out,,0 Out,,2. Inning,Virginia Tech,UVA,212;279,326;297,UVA vs Virginia Tech
UVA vs Virginia Tech (44),731331,8942,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Fast Ball,RIGHTM3,Strike Called,0--1,0--0,,,,1 Out,,2. Inning,Virginia Tech,UVA,,436;318,UVA vs Virginia Tech
UVA vs Virginia Tech (45),740274,10244,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Rise Ball,MM4,Foul,0--2,0--1,,,,1 Out,,2. Inning,Virginia Tech,UVA,,294;293,UVA vs Virginia Tech
UVA vs Virginia Tech (46),750517,18719,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Drop Ball,MR3,Ball in Play,,0--2,SS3,Ground Out,,1 Out,,2. Inning,Virginia Tech,UVA,198;226,307;290,UVA vs Virginia Tech
UVA vs Virginia Tech (47),769236,13547,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,19 Erika Osherow,R-Hand,Fast Ball,LR2,Strike Called,0--1,0--0,,,,2 Out,,2. Inning,Virginia Tech,UVA,,381;326,UVA vs Virginia Tech
UVA vs Virginia Tech (48),782783,8809,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,19 Erika Osherow,R-Hand,Drop Ball,LEFTM3,Ball,1--1,0--1,,,,2 Out,,2. Inning,Virginia Tech,UVA,,46;302,UVA vs Virginia Tech
UVA vs Virginia Tech (49),791592,15148,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,19 Erika Osherow,R-Hand,Drop Ball,MM3,Ball in Play,,1--1,2B3,Single,,2 Out,,2. Inning,Virginia Tech,UVA,254;255,242;295,UVA vs Virginia Tech
UVA vs Virginia Tech (50),806740,12279,R1,04-14-2018,25 Carrie Eberle,R-Hand,10 Kate Covington,R-Hand,Fast Ball,DOWNM4,Ball,1--0,0--0,,,,2 Out,,2. Inning,Virginia Tech,UVA,,349;458,UVA vs Virginia Tech
UVA vs Virginia Tech (51),819019,26426,R1,04-14-2018,25 Carrie Eberle,R-Hand,10 Kate Covington,R-Hand,Drop Ball,MM3,Ball in Play,,1--0,DRF,Triple,1 RBI,2 Out,,2. Inning,Virginia Tech,UVA,400;118,250;267,UVA vs Virginia Tech
UVA vs Virginia Tech (52),845445,8775,R1,04-14-2018,25 Carrie Eberle,R-Hand,9 Ashley Jennings,R-Hand,Fast Ball,DOWNM1,Ball,1--0,0--0,,,,2 Out,,2. Inning,Virginia Tech,UVA,,86;439,UVA vs Virginia Tech
UVA vs Virginia Tech (53),854221,8976,R3,04-14-2018,25 Carrie Eberle,R-Hand,9 Ashley Jennings,R-Hand,Drop Ball,DOWNM3,Ball,2--0,1--0,,,,2 Out,,2. Inning,Virginia Tech,UVA,,199;474,UVA vs Virginia Tech
UVA vs Virginia Tech (54),863197,19386,R3,04-14-2018,25 Carrie Eberle,R-Hand,9 Ashley Jennings,R-Hand,Drop Ball,LM1,Ball in Play,,2--0,2B3,Single,1 RBI,2 Out,,2. Inning,Virginia Tech,UVA,254;197,231;314,UVA vs Virginia Tech
UVA vs Virginia Tech (55),882583,10244,R1,04-14-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Fast Ball,RIGHTM3,Ball,1--0,0--0,,,,2 Out,,2. Inning,Virginia Tech,UVA,,446;370,UVA vs Virginia Tech
UVA vs Virginia Tech (56),892826,7040,R1,04-14-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,DOWNM2,Strike Called,1--1,1--0,,,,2 Out,,2. Inning,Virginia Tech,UVA,,123;421,UVA vs Virginia Tech
UVA vs Virginia Tech (57),899867,14314,R1,04-14-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,LM2,Foul,1--2,1--1,,,,2 Out,,2. Inning,Virginia Tech,UVA,,278;317,UVA vs Virginia Tech
UVA vs Virginia Tech (58),914181,10244,R1,04-14-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,MM3,Foul,1--2,1--2,,,,2 Out,,2. Inning,Virginia Tech,UVA,,218;284,UVA vs Virginia Tech
UVA vs Virginia Tech (59),924424,9443,R1,04-14-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Changeup,UR3,Strike Swinging,Strikeout,1--2,,,,2 Out,,2. Inning,Virginia Tech,UVA,,298;197,UVA vs Virginia Tech
UVA vs Virginia Tech (60),933867,22623,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,13 Caitlyn Nolan,R-Hand,,MM4,Foul,0--1,0--0,,,,0 Out,,3. Inning,UVA,Virginia Tech,,252;299,UVA vs Virginia Tech
UVA vs Virginia Tech (61),956490,22456,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,13 Caitlyn Nolan,R-Hand,,LL2,Strike Called,0--2,0--1,,,,0 Out,,3. Inning,UVA,Virginia Tech,,172;344,UVA vs Virginia Tech
UVA vs Virginia Tech (62),978946,10811,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,13 Caitlyn Nolan,R-Hand,,RIGHTM3,Ball,1--2,0--2,,,,0 Out,,3. Inning,UVA,Virginia Tech,,440;367,UVA vs Virginia Tech
UVA vs Virginia Tech (63),989756,18218,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,13 Caitlyn Nolan,R-Hand,,LL2,Ball in Play,,1--2,SS3,Ground Out,,0 Out,,3. Inning,UVA,Virginia Tech,218;220,185;356,UVA vs Virginia Tech
UVA vs Virginia Tech (64),1007975,10711,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,25 Carrie Eberle,R-Hand,,LEFTM3,Ball,1--0,0--0,,,,1 Out,,3. Inning,UVA,Virginia Tech,,58;338,UVA vs Virginia Tech
UVA vs Virginia Tech (65),1018685,15382,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,25 Carrie Eberle,R-Hand,,DOWNM2,Ball,2--0,1--0,,,,1 Out,,3. Inning,UVA,Virginia Tech,,170;455,UVA vs Virginia Tech
UVA vs Virginia Tech (66),1034067,13380,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,25 Carrie Eberle,R-Hand,,DOWNM4,Ball,3--0,2--0,,,,1 Out,,3. Inning,UVA,Virginia Tech,,354;445,UVA vs Virginia Tech
UVA vs Virginia Tech (67),1047447,16183,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,25 Carrie Eberle,R-Hand,,DOWNM4,Ball,Walk,3--0,,,,1 Out,,3. Inning,UVA,Virginia Tech,,328;468,UVA vs Virginia Tech
UVA vs Virginia Tech (68),1063630,13280,R1,04-14-2018,8 Tabby Dabney,R-Hand,20 Sierra Walton,R-Hand,,LL3,Strike Called,0--1,0--0,,,,1 Out,,3. Inning,UVA,Virginia Tech,,143;385,UVA vs Virginia Tech
