Name,Position,Duration,1. Baserunning Situation,1. Date,1. Pitchers Name,1. Pitchers Side,2. Hitters Name,2. Hitters Side,3. Pitch Type,4. Pitch Location,5. Game Pitch Result,6. Pitch Count,6. Previous Pitch Count,8. Hit Location,8. Hit Results,8. RBI,9. Outs,Hitting Position,Period,Team 1. Pitchers Name,Team 2. Hitters Name,XY Hit Location,XY Pitch Location,Z-Game Details
UVA vs Virginia Tech (139),2041608,12646,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,2 Savana Avilla,L-Hand,Drop Ball,UR1,Ball in Play,,1--1,2B3,Ground Out,,2 Out,,5. Inning,Virginia Tech,UVA,310;218,342;154,UVA vs Virginia Tech
UVA vs Virginia Tech (140),2054254,6540,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,DOWNM4,Ball,1--0,0--0,,,,0 Out,,6. Inning,UVA,Virginia Tech,,393;410,UVA vs Virginia Tech
UVA vs Virginia Tech (141),2060794,6240,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,UM2,Strike Called,1--1,1--0,,,,0 Out,,6. Inning,UVA,Virginia Tech,,256;156,UVA vs Virginia Tech
UVA vs Virginia Tech (142),2067034,8275,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,UL3,Ball,2--1,1--1,,,,0 Out,,6. Inning,UVA,Virginia Tech,,109;189,UVA vs Virginia Tech
UVA vs Virginia Tech (143),2075309,7040,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,DOWNM4,Ball,3--1,2--1,,,,0 Out,,6. Inning,UVA,Virginia Tech,,314;431,UVA vs Virginia Tech
UVA vs Virginia Tech (144),2082349,7174,Bases Empty,04-14-2018,8 Tabby Dabney,R-Hand,11 Cana Davis,R-Hand,,DOWNM5,Ball,Walk,3--1,,,,0 Out,,6. Inning,UVA,Virginia Tech,,412;415,UVA vs Virginia Tech
UVA vs Virginia Tech (145),2089523,9576,R1,04-14-2018,19 Erika Osherow,R-Hand,6 Taylor Clark,R-Hand,,UR1,Foul,0--1,0--0,,,,0 Out,Bunt,6. Inning,UVA,Virginia Tech,,342;136,UVA vs Virginia Tech
UVA vs Virginia Tech (146),2099099,17684,R1,04-14-2018,19 Erika Osherow,R-Hand,6 Taylor Clark,R-Hand,,UM4,Ball in Play,,0--1,PF,Ground Out,,0 Out,Bunt,6. Inning,UVA,Virginia Tech,244;287,296;177,UVA vs Virginia Tech
UVA vs Virginia Tech (147),2116783,7407,R2,04-14-2018,19 Erika Osherow,R-Hand,27 Jessie Mehr,R-Hand,,LR1,Foul,0--1,0--0,,,,1 Out,,6. Inning,UVA,Virginia Tech,,328;342,UVA vs Virginia Tech
UVA vs Virginia Tech (148),2124191,25726,R2,04-14-2018,19 Erika Osherow,R-Hand,27 Jessie Mehr,R-Hand,,UR1,Ball in Play,,0--1,SRCF,Single,,1 Out,,6. Inning,UVA,Virginia Tech,348;162,306;150,UVA vs Virginia Tech
UVA vs Virginia Tech (149),2149917,7040,R2,04-14-2018,19 Erika Osherow,R-Hand,2 Caroline Schoenewald,R-Hand,,UR1,Foul,0--1,0--0,,,,1 Out,,6. Inning,UVA,Virginia Tech,,337;156,UVA vs Virginia Tech
UVA vs Virginia Tech (150),2156957,7207,R2,04-14-2018,19 Erika Osherow,R-Hand,2 Caroline Schoenewald,R-Hand,,LEFTM1,Ball,1--1,0--1,,,,1 Out,,6. Inning,UVA,Virginia Tech,,61;135,UVA vs Virginia Tech
UVA vs Virginia Tech (151),2164164,4137,R2,04-14-2018,19 Erika Osherow,R-Hand,2 Caroline Schoenewald,R-Hand,,UM4,Strike Swinging,1--2,1--1,,,,1 Out,,6. Inning,UVA,Virginia Tech,,264;191,UVA vs Virginia Tech
UVA vs Virginia Tech (152),2168302,6139,R2,04-14-2018,19 Erika Osherow,R-Hand,2 Caroline Schoenewald,R-Hand,,LR1,Foul,1--2,1--2,,,,1 Out,,6. Inning,UVA,Virginia Tech,,330;333,UVA vs Virginia Tech
UVA vs Virginia Tech (153),2174441,11478,R2,04-14-2018,19 Erika Osherow,R-Hand,2 Caroline Schoenewald,R-Hand,,UR3,Ball in Play,,1--2,3B2,Ground Out,,1 Out,,6. Inning,UVA,Virginia Tech,188;269,353;168,UVA vs Virginia Tech
UVA vs Virginia Tech (154),2185919,6673,R3,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,UL4,Strike Called,0--1,0--0,,,,2 Out,,6. Inning,UVA,Virginia Tech,,169;189,UVA vs Virginia Tech
UVA vs Virginia Tech (155),2192593,6673,R3,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,UPM2,Ball,1--1,0--1,,,,2 Out,,6. Inning,UVA,Virginia Tech,,101;66,UVA vs Virginia Tech
UVA vs Virginia Tech (156),2199266,7107,R3,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,RIGHTM1,Strike Called,1--2,1--1,,,,2 Out,,6. Inning,UVA,Virginia Tech,,407;117,UVA vs Virginia Tech
UVA vs Virginia Tech (157),2206373,25559,R3,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,ML2,Foul,1--2,1--2,,,,2 Out,,6. Inning,UVA,Virginia Tech,,186;205,UVA vs Virginia Tech
UVA vs Virginia Tech (158),2231932,7107,R3,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,UR3,Foul,1--2,1--2,,,,2 Out,,6. Inning,UVA,Virginia Tech,,330;167,UVA vs Virginia Tech
UVA vs Virginia Tech (159),2239039,6106,R3,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,UPM4,Ball,2--2,1--2,,,,2 Out,,6. Inning,UVA,Virginia Tech,,394;44,UVA vs Virginia Tech
UVA vs Virginia Tech (160),2245145,9309,R3,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,UL2,Foul,2--2,2--2,,,,2 Out,,6. Inning,UVA,Virginia Tech,,181;132,UVA vs Virginia Tech
UVA vs Virginia Tech (161),2254454,6373,R3,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,UM4,Foul,2--2,2--2,,,,2 Out,,6. Inning,UVA,Virginia Tech,,284;191,UVA vs Virginia Tech
UVA vs Virginia Tech (162),2260827,10611,R3,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,UR3,Foul,2--2,2--2,,,,2 Out,,6. Inning,UVA,Virginia Tech,,352;165,UVA vs Virginia Tech
UVA vs Virginia Tech (163),2271438,7875,R3,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,UPM3,Ball,3--2,2--2,,,,2 Out,,6. Inning,UVA,Virginia Tech,,229;59,UVA vs Virginia Tech
UVA vs Virginia Tech (164),2279313,12279,R3,04-14-2018,19 Erika Osherow,R-Hand,10 Olivia Lattin,R-Hand,,UPM5,Ball,Walk,3--2,,,,2 Out,,6. Inning,UVA,Virginia Tech,,411;59,UVA vs Virginia Tech
UVA vs Virginia Tech (165),2291592,11245,R12,04-14-2018,19 Erika Osherow,R-Hand,13 Caitlyn Nolan,R-Hand,,UM1,Strike Swinging,0--1,0--0,,,,2 Out,,6. Inning,UVA,Virginia Tech,,227;148,UVA vs Virginia Tech
UVA vs Virginia Tech (166),2302836,9610,R12,04-14-2018,19 Erika Osherow,R-Hand,13 Caitlyn Nolan,R-Hand,,UPM5,Ball,1--1,0--1,,,,2 Out,,6. Inning,UVA,Virginia Tech,,445;90,UVA vs Virginia Tech
UVA vs Virginia Tech (167),2312446,13881,R12,04-14-2018,19 Erika Osherow,R-Hand,13 Caitlyn Nolan,R-Hand,,UL2,Ball in Play,,1--1,MRCF,Fly Out,,2 Out,,6. Inning,UVA,Virginia Tech,335;132,197;153,UVA vs Virginia Tech
UVA vs Virginia Tech (168),2326326,8809,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Drop Ball,UR1,Foul,0--1,0--0,,,,0 Out,,6. Inning,Virginia Tech,UVA,,337;135,UVA vs Virginia Tech
UVA vs Virginia Tech (169),2335135,9977,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Drop Ball,DOWNM3,Ball,1--1,0--1,,,,0 Out,,6. Inning,Virginia Tech,UVA,,266;445,UVA vs Virginia Tech
UVA vs Virginia Tech (170),2345112,8308,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Drop Ball,DOWNM3,Ball,2--1,1--1,,,,0 Out,,6. Inning,Virginia Tech,UVA,,286;429,UVA vs Virginia Tech
UVA vs Virginia Tech (171),2353420,5572,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Changeup,DOWNM5,Ball,3--1,2--1,,,,0 Out,,6. Inning,Virginia Tech,UVA,,416;430,UVA vs Virginia Tech
UVA vs Virginia Tech (172),2358992,7908,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Fast Ball,UR3,Foul,3--2,3--1,,,,0 Out,,6. Inning,Virginia Tech,UVA,,357;170,UVA vs Virginia Tech
UVA vs Virginia Tech (173),2366900,10410,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,5 Allison Davis`,R-Hand,Drop Ball,UM3,Ball in Play,,3--2,PF,Ground Out,,0 Out,,6. Inning,Virginia Tech,UVA,246;290,230;202,UVA vs Virginia Tech
UVA vs Virginia Tech (174),2377311,6340,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,17 Hayley Busby,R-Hand,Drop Ball,UM3,Strike Swinging,0--1,0--0,,,,1 Out,,6. Inning,Virginia Tech,UVA,,215;188,UVA vs Virginia Tech
UVA vs Virginia Tech (175),2383650,7140,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,17 Hayley Busby,R-Hand,Changeup,MR3,Strike Swinging,0--2,0--1,,,,1 Out,,6. Inning,Virginia Tech,UVA,,349;302,UVA vs Virginia Tech
UVA vs Virginia Tech (176),2390791,7441,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,17 Hayley Busby,R-Hand,Drop Ball,UL4,Strike Swinging,Strikeout,0--2,,,,1 Out,,6. Inning,Virginia Tech,UVA,,178;167,UVA vs Virginia Tech
UVA vs Virginia Tech (177),2398232,7508,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Changeup,LM3,Strike Swinging,0--1,0--0,,,,2 Out,,6. Inning,Virginia Tech,UVA,,236;362,UVA vs Virginia Tech
UVA vs Virginia Tech (178),2405739,5539,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Drop Ball,LEFTM1,Ball,1--1,0--1,,,,2 Out,,6. Inning,Virginia Tech,UVA,,81;174,UVA vs Virginia Tech
UVA vs Virginia Tech (179),2411278,7641,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Drop Ball,LM3,Ball,2--1,1--1,,,,2 Out,,6. Inning,Virginia Tech,UVA,,244;389,UVA vs Virginia Tech
UVA vs Virginia Tech (180),2418919,8308,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Drop Ball,LR4,Ball,3--1,2--1,,,,2 Out,,6. Inning,Virginia Tech,UVA,,388;399,UVA vs Virginia Tech
UVA vs Virginia Tech (181),2427227,16550,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,63 Danni Ingraham,R-Hand,Fast Ball,LR1,Ball in Play,,3--1,2B3,Ground Out,,2 Out,,6. Inning,Virginia Tech,UVA,284;207,353;338,UVA vs Virginia Tech
UVA vs Virginia Tech (182),2443777,8909,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,25 Carrie Eberle,R-Hand,,UR3,Foul,0--1,0--0,,,,0 Out,,7. Inning,UVA,Virginia Tech,,333;202,UVA vs Virginia Tech
UVA vs Virginia Tech (183),2452686,8175,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,25 Carrie Eberle,R-Hand,,UL4,Foul,0--2,0--1,,,,0 Out,,7. Inning,UVA,Virginia Tech,,202;167,UVA vs Virginia Tech
UVA vs Virginia Tech (184),2460861,6240,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,25 Carrie Eberle,R-Hand,,DOWNM2,Ball,1--2,0--2,,,,0 Out,,7. Inning,UVA,Virginia Tech,,126;440,UVA vs Virginia Tech
UVA vs Virginia Tech (185),2467100,13213,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,25 Carrie Eberle,R-Hand,,UR3,Ball in Play,,1--2,SS3,Ground Out,,0 Out,,7. Inning,UVA,Virginia Tech,201;231,301;173,UVA vs Virginia Tech
UVA vs Virginia Tech (186),2480314,4137,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,20 Sierra Walton,R-Hand,,MR3,Ball,1--0,0--0,,,,1 Out,,7. Inning,UVA,Virginia Tech,,323;304,UVA vs Virginia Tech
UVA vs Virginia Tech (187),2484451,9476,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,20 Sierra Walton,R-Hand,,UM2,Foul,1--1,1--0,,,,1 Out,,7. Inning,UVA,Virginia Tech,,290;148,UVA vs Virginia Tech
UVA vs Virginia Tech (188),2493927,6240,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,20 Sierra Walton,R-Hand,,UL3,Ball,2--1,1--1,,,,1 Out,,7. Inning,UVA,Virginia Tech,,151;172,UVA vs Virginia Tech
UVA vs Virginia Tech (189),2500167,11478,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,20 Sierra Walton,R-Hand,,LR2,Strike Called,2--2,2--1,,,,1 Out,,7. Inning,UVA,Virginia Tech,,374;358,UVA vs Virginia Tech
UVA vs Virginia Tech (190),2511645,6773,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,20 Sierra Walton,R-Hand,,DOWNM5,Ball,3--2,2--2,,,,1 Out,,7. Inning,UVA,Virginia Tech,,455;441,UVA vs Virginia Tech
UVA vs Virginia Tech (191),2518418,11645,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,20 Sierra Walton,R-Hand,,LR1,Ball in Play,,3--2,SS3,Ground Out,,1 Out,,7. Inning,UVA,Virginia Tech,192;204,342;346,UVA vs Virginia Tech
UVA vs Virginia Tech (192),2530063,6373,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,15 Sammi Miller,R-Hand,,UR2,Strike Called,0--1,0--0,,,,2 Out,,7. Inning,UVA,Virginia Tech,,386;152,UVA vs Virginia Tech
UVA vs Virginia Tech (193),2536436,7641,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,15 Sammi Miller,R-Hand,,RIGHTM3,Ball,1--1,0--1,,,,2 Out,,7. Inning,UVA,Virginia Tech,,432;402,UVA vs Virginia Tech
UVA vs Virginia Tech (194),2544077,14448,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,15 Sammi Miller,R-Hand,,LR1,Strike Swinging,1--2,1--1,,,,2 Out,,7. Inning,UVA,Virginia Tech,,324;326,UVA vs Virginia Tech
UVA vs Virginia Tech (195),2558525,8509,Bases Empty,04-14-2018,19 Erika Osherow,R-Hand,15 Sammi Miller,R-Hand,,UR3,Strike Called,Strikeout,1--2,,,,2 Out,,7. Inning,UVA,Virginia Tech,,327;159,UVA vs Virginia Tech
UVA vs Virginia Tech (196),2567034,12779,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Drop Ball,DOWNM4,Ball,1--0,0--0,,,,0 Out,,7. Inning,Virginia Tech,UVA,,350;435,UVA vs Virginia Tech
UVA vs Virginia Tech (197),2579813,7708,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Drop Ball,UL3,Strike Called,1--1,1--0,,,,0 Out,,7. Inning,Virginia Tech,UVA,,147;163,UVA vs Virginia Tech
UVA vs Virginia Tech (198),2587521,8442,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Drop Ball,UL4,Strike Called,1--2,1--1,,,,0 Out,,7. Inning,Virginia Tech,UVA,,165;190,UVA vs Virginia Tech
UVA vs Virginia Tech (199),2595963,8609,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Changeup,LR1,Foul,1--2,1--2,,,,0 Out,,7. Inning,Virginia Tech,UVA,,310;333,UVA vs Virginia Tech
UVA vs Virginia Tech (200),2604571,8976,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Drop Ball,LEFTM2,Ball,2--2,1--2,,,,0 Out,,7. Inning,Virginia Tech,UVA,,82;207,UVA vs Virginia Tech
UVA vs Virginia Tech (201),2613547,11245,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Drop Ball,UPM2,Ball,3--2,2--2,,,,0 Out,,7. Inning,Virginia Tech,UVA,,110;91,UVA vs Virginia Tech
UVA vs Virginia Tech (202),2624791,13514,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,24 Lacy Smith,R-Hand,Fast Ball,UM4,Ball in Play,,3--2,3B3,Ground Out,,0 Out,,7. Inning,Virginia Tech,UVA,182;269,284;183,UVA vs Virginia Tech
UVA vs Virginia Tech (203),2638305,7040,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Drop Ball,MR1,Foul,0--1,0--0,,,,1 Out,,7. Inning,Virginia Tech,UVA,,312;211,UVA vs Virginia Tech
UVA vs Virginia Tech (204),2645345,6373,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Changeup,UR1,Strike Called,0--2,0--1,,,,1 Out,,7. Inning,Virginia Tech,UVA,,333;156,UVA vs Virginia Tech
UVA vs Virginia Tech (205),2651718,8408,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Drop Ball,UL1,Ball,1--2,0--2,,,,1 Out,,7. Inning,Virginia Tech,UVA,,100;101,UVA vs Virginia Tech
UVA vs Virginia Tech (206),2660127,10143,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Drop Ball,DOWNM3,Ball,2--2,1--2,,,,1 Out,,7. Inning,Virginia Tech,UVA,,279;455,UVA vs Virginia Tech
UVA vs Virginia Tech (207),2670270,8175,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Changeup,LR3,Foul,2--2,2--2,,,,1 Out,,7. Inning,Virginia Tech,UVA,,344;396,UVA vs Virginia Tech
UVA vs Virginia Tech (208),2678445,9610,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,88 Olivia Gott,R-Hand,Drop Ball,MR3,Ball in Play,,2--2,2B3,Ground Out,,1 Out,,7. Inning,Virginia Tech,UVA,287;203,303;308,UVA vs Virginia Tech
UVA vs Virginia Tech (209),2688055,10908,Bases Empty,04-14-2018,25 Carrie Eberle,R-Hand,19 Erika Osherow,R-Hand,Drop Ball,UR3,Ball in Play,,0--0,2B3,Ground Out,,2 Out,,7. Inning,Virginia Tech,UVA,270;205,344;179,UVA vs Virginia Tech
